ma_id,MB00004,MB00004,MB00004,MB00004,MB00004,MB00004,MB00004,MB00004,MB00004,MB00004,MB00004,MB00004,MB00004,MB00004,MB00004,MB00004,MB00004,MB00004,MB00005,MB00005,MB00005,MB00005,MB00005,MB00005,MB00005,MB00005,MB00005,MB00005,MB00005,MB00005,MB00005,MB00005,MB00005,MB00005,MB00005,MB00005,MB00005,MB00005,MB00005,MB00005,MB00005,MB00005,MB00005,MB00005,MB00006,MB00006,MB00006,MB00006
reagent_id,WB00021,WB00022,WB00022,WB00022,WB00022,WB00023,WB00023,WB00028,WB00028,WB00028,WB00028,WB00028,WB00029,WB00029,WB00029,WB00029,WB00029,WB00029,WB00030,WB00030,WB00030,WB00030,WB00030,WB00030,WB00030,WB00030,WB00030,WB00031,WB00031,WB00031,WB00031,WB00033,WB00033,WB00033,WB00033,WB00033,WB00033,WB00033,WB00033,WB00034,WB00034,WB00034,WB00034,WB00034,WB00032,WB00032,WB00032,WB00032
step_id,66609.0,66953.0,66961.0,67127.0,67127.0,66840.0,66840.0,67259.0,67323.0,67423.0,67543.0,67543.0,67575.0,67575.0,67674.0,67674.0,67674.0,67674.0,67731.0,67731.0,67740.0,67740.0,67740.0,67740.0,67869.0,67869.0,67921.0,67940.0,67940.0,67973.0,68036.0,68180.0,68180.0,68383.0,68383.0,68383.0,68383.0,68459.0,68459.0,68277.0,68277.0,68277.0,68618.0,68618.0,68123.0,68123.0,68374.0,68374.0
run_id,D00824,D00853,D00856,D00867,D00868,D00841,D00844,D00893,D00887,D00908,D00914,D00915,D00918,D00919,D00922,D00923,D00924,D00925,D00926,D00927,D00928,D00929,D00930,D00931,D00938,D00939,D00941,D00944,D00945,D00947,D00952,D00962,D00963,D00975,D00976,D00977,D00978,D00983,D00984,D00970,D00971,D00972,D00990,D00991,D00958,D00959,D00973,D00974
col_number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.185684780059221,,6.152632863387662,1.8002603449642194,0.44191059932455123,6.208885998767925,3.2334976320679685,2.539180882119219,2.6633734348127205,2.0957336955894617,0.6799393172107009,1.2509807666677646,2.0067787630665137,1.4982631459008893,1.7682233148968545,0.5630289957278317,1.1749353387412127,1.110424389358957,3.4261657684947413,2.4513545099492213,3.1554028422354765,2.476183888452709,3.5474594448552685,4.179197186123995,2.3549314345849854,0.041375212383170726,12.439413092618082,0.1447354368930773,0.020872434004868348,1.0010091816981934,3.9659112715702722,2.4246484566015036,1.2768655818380088,1.4548240608056437,0.13079517247067848,0.613079793192643,1.2757683227916128,2.4859124617003467,1.3982181594353085,1.124522764885404,1.6466421386340313,2.4058565485212924,2.487643172254282,5.794007268024548,8.122465479780987,2.506277799000799,2.9959704320113087,3.282432760562507
2,4.650021597141625,1.865430568564691,4.085844758832017,2.1448149008782518,0.5437113407615652,3.455430195200014,2.0462175064000645,1.652811814103942,1.519815369769623,1.5530302769666322,0.33551998451943493,1.1674379037761446,1.745499033913407,1.8337801066799022,3.1213899863665344,0.8772046434945333,1.9026779011901382,2.1950248525152665,3.1602224770649436,1.722344665951606,2.5135526071810173,2.883294009058647,3.373854751681979,3.7022183428438633,3.0049012527008476,0.4140219202794783,10.349737872833643,0.2493219280471575,0.1152462968502621,2.3111317814206402,4.086545466745617,1.3127069762593764,1.2263538336537831,1.4524521682610394,0.14903034430077985,1.0191739848151145,0.8490399695983213,3.052688743055482,1.9958515519162792,1.14791644987255,1.3050964617570457,2.154083334004627,2.772554894532816,1.9917248472936795,3.0118806785514507,1.5480349817763661,2.7002873444775983,2.83248390696521
3,4.21548466559172,0.7137103762820782,2.3514002810863053,0.6252827150564191,0.1888330412361902,3.2830863520861184,2.3983350355614026,2.288379957546844,1.743824387101975,1.733718497075653,0.43885019192834057,1.6642199552374746,1.748285850584511,2.845899442387561,3.2454506596598396,0.8542998833348315,1.7847824618450199,2.0218304547349497,2.4608751043343458,1.7359491128624414,2.26334082976087,2.3592512335152,3.6281614103211934,2.8149440487495236,2.170519316479123,0.5034965026671899,3.2852248405588815,0.7264692173248665,0.15840613410128607,2.4809878786602924,2.851141020268551,1.93302044364916,1.124677250812175,0.9765246682906416,0.1548131698887419,0.7774446912367158,0.12184353222492916,2.3107198083666454,1.47919731148985,1.6330676226573164,1.9791914240776785,2.0417077028008555,4.64458818794886,2.221574355331881,3.083407954946376,1.7802843858588917,2.1358923767411775,2.323579783221913
4,1.9369833443405915,2.019149550553977,7.179285262177185,2.2889542281145476,1.2994272243358513,1.9806145106113666,1.5053977279220434,1.5178803885492247,1.3931575986776967,1.014436467245738,0.3244088217636999,0.8679722878202151,1.0938663347426523,2.026948602525303,2.255492174959651,0.9085089164553974,1.1895147471842573,1.34386327503857,2.0425520165446165,1.2841263296762033,1.1162800869544227,1.7106565642222054,2.824597135211209,1.7271902945282251,1.8159572845126561,0.5373559568624534,4.398360644606438,1.2664146454258218,0.046841377591780656,2.770276566184515,2.2794962721126346,1.4263386409492649,0.9237206247437408,0.8773073233243522,0.4251087183232286,0.5262707674450897,0.22639136890751735,2.586425378440638,1.6757615006594049,1.339590034997298,1.9120904442382964,2.4606055754677842,3.351032556438032,1.848818290031462,2.136719964673427,1.6940356963701115,1.9749142967032647,2.3712453890743017
5,0.14403239610408713,1.039727160806498,3.8613342316604107,1.5422379508178503,1.117911300414402,2.375420010331609,1.6572015028858844,2.013610243590015,1.6827132294772063,1.5707504916140198,0.40056549794704605,0.93554486621047,1.3037324295613169,2.697178274480434,2.7501899813303963,1.2793846625302678,1.6432668792599938,1.8612662480219568,2.2005324506621147,1.513308293699573,2.086383746713928,2.2232045422550963,3.022499425219986,1.8115583651987246,2.076904427550753,0.6812760553695838,5.321026630278502,2.3758826218259466,0.20184110426033808,2.258238643764206,2.3886253119232705,1.5676411766737577,0.9623255340305094,1.0080133725588838,0.6873934103460178,0.626579683288095,0.08212584192097513,2.2324820544378365,1.4451668485288212,1.32198002858631,2.5177735659428513,3.0102534993380408,3.7092009008498716,1.8559313893371732,2.7780486286913417,2.1019262387551065,2.0190828243208916,2.6951480662526737
6,2.0663657619289335,1.38901608646822,4.858640609383211,1.4497293848766006,1.31042369294306,2.3430436506394483,1.658973414605941,1.9469910654317628,1.5776340094710029,1.497067377850857,0.3669087855679419,0.9194287797549481,1.0783041450841588,2.220837765451358,2.585228349646008,1.3579514360491238,1.4544577902699303,1.3494439883418854,2.4518507923176727,1.99994044405215,2.2030918153838175,2.33981771667684,3.0774780095969367,2.5453574452148566,2.671527357702931,1.1274778728370478,5.342909433514176,1.5722639386199218,0.24323222995975297,1.7040208867931874,1.798091034156225,1.7883338792595542,1.376654404713816,1.1734637378588828,1.095939801434075,0.6109758838909821,0.7222615508550828,2.7061447216898666,1.3441284820877142,0.6419650521240802,1.916535884987386,1.912609985666874,2.920243222189054,1.598128598903111,2.169637739140908,1.9211999860654991,2.925794883218103,3.470061272357178
